"identifiant" "annee_debut" "annee_fin" "statut" "debut" "fin" "age_continu" "delta" "domaine" "age_discret" "cas" "e0d1" "e0d0" "e1d1" "expire_d" "e1d0" "expire_a" "cas_NA"
"209" "BD0176" 1983 1992 "ABD" 30435 33969 9.66944444444444 5.67222222222222 NA 9 "3" 0 0 1 0 0 0 0
"210" "BD0184" 1974 1994 "EXP" 27095 34400 20 14.8166666666667 "DTA" 20 "4" 0 0 0 1 0 0 0
"211" "BD0191" 1974 1994 "EXP" 27374 34679 20 14.0555555555556 "TECHNICATOME" 20 "4" 0 0 0 1 0 0 0
"212" "BD0192" 1974 1994 "EXP" 27374 34679 20 14.0555555555556 "TECHNICATOME" 20 "4" 0 0 0 1 0 0 0
"213" "BD0193" 1974 1994 "EXP" 27374 34679 20 14.0555555555556 "TECHNICATOME" 20 "4" 0 0 0 1 0 0 0
"214" "BD0206" 1974 1994 "EXP" 27225 34530 20 14.4611111111111 "DSM" 20 "4" 0 0 0 1 0 0 0
"215" "BD0217" 1974 1989 "ABD" 27263 32840 15.2666666666667 14.3583333333333 "TECHNICATOME" 15 "3" 0 0 1 0 0 0 0
"216" "BD0218" 1974 1994 "EXP" 27374 34679 20 14.0555555555556 "TECHNICATOME" 20 "4" 0 0 0 1 0 0 0
"217" "BD0221" 1974 1994 "EXP" 27310 34615 20 14.2305555555556 "DTA" 20 "4" 0 0 0 1 0 0 0
"218" "BD0245" 1975 1995 "EXP" 27613 34918 20 13.4 "DTA" 20 "4" 0 0 0 1 0 0 0
"219" "BD0283" 1975 1991 "ABD" 27737 33485 15.7361111111111 13.0611111111111 "TECHNICATOME" 15 "3" 0 0 1 0 0 0 0
"220" "BD0285" 1975 1995 "EXP" 27646 34951 20 13.3111111111111 "DTA" 20 "4" 0 0 0 1 0 0 0
"221" "BD0289" 1976 1991 "ABD" 27773 33518 15.7305555555556 12.9638888888889 "DRN" 15 "3" 0 0 1 0 0 0 0
"222" "BD0291" 1975 1991 "ABD" 27710 33549 15.9861111111111 13.1361111111111 "DCC" 15 "3" 0 0 1 0 0 0 0
"223" "BD0294" 1976 1989 "ABD" 27768 32776 13.7111111111111 12.9777777777778 NA 13 "3" 0 0 1 0 0 0 0
"224" "BD0304" 1975 1991 "ABD" 27691 33354 15.5055555555556 13.1861111111111 "DCC" 15 "3" 0 0 1 0 0 0 0
"225" "BD0314" 1976 1996 "EXP" 27801 35106 20 12.8888888888889 "DSM" 20 "4" 0 0 0 1 0 0 0
"226" "BD0322" 1976 1996 "EXP" 27852 35157 20 12.7472222222222 "DTA" 20 "4" 0 0 0 1 0 0 0
"227" "BD0323" 1976 1991 "ABD" 27781 33518 15.7083333333333 12.9416666666667 "DTA" 15 "3" 0 0 1 0 0 0 0
"228" "BD0324" 1976 1996 "EXP" 27781 35086 20 12.9416666666667 "DTA" 20 "4" 0 0 0 1 0 0 0
"229" "BD0330" 1976 1990 "ABD" 27928 32925 13.6777777777778 12.5388888888889 NA 13 "3" 0 0 1 0 0 0 0
"230" "BD0333" 1976 1991 "ABD" 28027 33549 15.1194444444444 12.2694444444444 "DCC" 15 "3" 0 0 1 0 0 0 0
"231" "BD0334" 1976 1990 "ABD" 27934 32925 13.6611111111111 12.5222222222222 NA 13 "3" 0 0 1 0 0 0 0
"232" "BD0347" 1976 1989 "ABD" 27878 32864 13.65 12.675 NA 13 "3" 0 0 1 0 0 0 0
"233" "BD0348" 1976 1991 "ABD" 28027 33549 15.1194444444444 12.2694444444444 "DCC" 15 "3" 0 0 1 0 0 0 0
"234" "BD0349" 1976 1992 "ABD" 27996 33722 15.6777777777778 12.3527777777778 "DSM" 15 "3" 0 0 1 0 0 0 0
"235" "BD0351" 1976 1996 "EXP" 27864 35169 20 12.7138888888889 "DTA" 20 "4" 0 0 0 1 0 0 0
"236" "BD0357" 1976 1990 "ABD" 27922 32989 13.875 12.5555555555556 NA 13 "3" 0 0 1 0 0 0 0
"237" "BD0376" 1977 1991 "ABD" 28213 33549 14.6055555555556 11.7555555555556 "DCC" 14 "3" 0 0 1 0 0 0 0
"238" "BD0386" 1977 1992 "ABD" 28289 33667 14.725 11.55 "DTA" 14 "3" 0 0 1 0 0 0 0
"239" "BD0391" 1977 1997 "EXP" 28165 35470 20 11.8944444444444 NA 20 "4" 0 0 0 1 0 0 0
"240" "BD0392" 1977 1990 "ABD" 28221 32955 12.9638888888889 11.7361111111111 "TECHNICATOME" 12 "3" 0 0 1 0 0 0 0
"241" "BD0398" 1977 1997 "EXP" 28233 35538 20 11.7027777777778 "DSM" 20 "4" 0 0 0 1 0 0 0
"242" "BD0409" 1977 1991 "ABD" 28410 33549 14.0694444444444 11.2194444444444 "DCC" 14 "3" 0 0 1 0 0 0 0
"243" "BD0411" 1977 1990 "ABD" 28328 32955 12.6694444444444 11.4416666666667 NA 12 "3" 0 0 1 0 0 0 0
"244" "BD0412" 1977 1997 "EXP" 28258 35563 20 11.6333333333333 "DRN" 20 "4" 0 0 0 1 0 0 0
"245" "BD0413" 1977 1993 "ABD" 28276 34032 15.7611111111111 11.5861111111111 "DTA" 15 "3" 0 0 1 0 0 0 0
"246" "BD0414" 1977 1991 "ABD" 28333 33549 14.2777777777778 11.4277777777778 "DCC" 14 "3" 0 0 1 0 0 0 0
"247" "BD0415" 1977 1989 "ABD" 28314 32644 11.8555555555556 11.4805555555556 NA 11 "3" 0 0 1 0 0 0 0
"248" "BD0421" 1977 1991 "ABD" 28313 33354 13.8027777777778 11.4833333333333 "DRN" 13 "3" 0 0 1 0 0 0 0
"249" "BD0423" 1977 1989 "ABD" 28433 32713 11.7222222222222 11.1583333333333 NA 11 "3" 0 0 1 0 0 0 0
"250" "BD0426" 1977 1992 "ABD" 28311 33969 15.4861111111111 11.4888888888889 NA 15 "3" 0 0 1 0 0 0 0
"251" "BD0427" 1977 1992 "ABD" 28311 33969 15.4861111111111 11.4888888888889 NA 15 "3" 0 0 1 0 0 0 0
"252" "BD0432" 1977 1990 "ABD" 28359 32925 12.4972222222222 11.3583333333333 NA 12 "3" 0 0 1 0 0 0 0
"253" "BD0433" 1977 1992 "ABD" 28384 33969 15.2888888888889 11.2916666666667 NA 15 "3" 0 0 1 0 0 0 0
"254" "BD0434" 1977 1992 "ABD" 28404 33969 15.2333333333333 11.2361111111111 NA 15 "3" 0 0 1 0 0 0 0
"255" "BD0439" 1977 1997 "EXP" 28410 35715 20 11.2194444444444 "DCC" 20 "4" 0 0 0 1 0 0 0
"256" "BD0440" 1977 1992 "ABD" 28465 33969 15.0666666666667 11.0694444444444 NA 15 "3" 0 0 1 0 0 0 0
"257" "BD0462" 1978 1992 "ABD" 28571 33969 14.7722222222222 10.775 NA 14 "3" 0 0 1 0 0 0 0
"258" "BD0468" 1978 1992 "ABD" 28543 33634 13.9388888888889 10.8583333333333 NA 13 "3" 0 0 1 0 0 0 0
"259" "BD0469" 1978 1991 "ABD" 28643 33291 12.7222222222222 10.5805555555556 "DTA" 12 "3" 0 0 1 0 0 0 0
"260" "BD0470" 1978 1991 "ABD" 28698 33324 12.6666666666667 10.4277777777778 "TECHNICATOME" 12 "3" 0 0 1 0 0 0 0
"261" "BD0474" 1978 1990 "ABD" 28627 32896 11.6833333333333 10.6222222222222 NA 11 "3" 0 0 1 0 0 0 0
"262" "BD0478" 1978 1992 "ABD" 28727 33969 14.3472222222222 10.35 NA 14 "3" 0 0 1 0 0 0 0
"263" "BD0483" 1978 1992 "ABD" 28661 33969 14.5277777777778 10.5305555555556 NA 14 "3" 0 0 1 0 0 0 0
"264" "BD0485" 1978 1991 "ABD" 28683 33324 12.7083333333333 10.4694444444444 NA 12 "3" 0 0 1 0 0 0 0
"265" "BD0488" 1978 1992 "ABD" 28808 33969 14.1277777777778 10.1305555555556 NA 14 "3" 0 0 1 0 0 0 0
"266" "BD0489" 1978 1992 "ABD" 28719 33969 14.3694444444444 10.3722222222222 NA 14 "3" 0 0 1 0 0 0 0
"267" "BD0495" 1979 1993 "ABD" 28873 34057 14.1972222222222 9.95277777777778 "DRN" 14 "3" 0 0 1 0 0 0 0
"268" "BD0504" 1978 1992 "ABD" 28720 33764 13.8083333333333 10.3694444444444 "DTA" 13 "3" 0 0 1 0 0 0 0
"269" "BD0506" 1978 1990 "ABD" 28817 33113 11.7638888888889 10.1055555555556 NA 11 "3" 0 0 1 0 0 0 0
"270" "BD0507" 1979 1989 "ABD" 28943 32840 10.6638888888889 9.75555555555556 NA 10 "3" 0 0 1 0 0 0 0
"271" "BD0508" 1979 1992 "ABD" 28948 33969 13.7416666666667 9.74444444444444 NA 13 "3" 0 0 1 0 0 0 0
"272" "BD0514" 1978 1998 "EXP" 28831 36136 20 10.0666666666667 "DTA" 20 "4" 0 0 0 1 0 0 0
"273" "BD0515" 1979 1992 "ABD" 28929 33969 13.7916666666667 9.79444444444444 NA 13 "3" 0 0 1 0 0 0 0
"274" "BD0522" 1979 1991 "ABD" 28989 33549 12.4805555555556 9.63055555555556 "DCC" 12 "3" 0 0 1 0 0 0 0
"275" "BD0527" 1979 1990 "ABD" 28997 32896 10.6694444444444 9.60833333333333 NA 10 "3" 0 0 1 0 0 0 0
"276" "BD0528" 1979 1991 "ABD" 29040 33549 12.3416666666667 9.49166666666667 "DCC" 12 "3" 0 0 1 0 0 0 0
"277" "BD0532" 1979 1989 "ABD" 29062 32785 10.1888888888889 9.43055555555556 "DTA" 10 "3" 0 0 1 0 0 0 0
"278" "BD0534" 1979 1999 "EXP" 28969 36274 20 9.68611111111111 "DSV" 20 "4" 0 0 0 1 0 0 0
"279" "BD0536" 1979 1989 "ABD" 29125 32680 9.73333333333333 9.26111111111111 NA 9 "3" 0 0 1 0 0 0 0
"280" "BD0538" 1979 1990 "ABD" 29020 32955 10.775 9.54722222222222 NA 10 "3" 0 0 1 0 0 0 0
"281" "BD0541" 1979 1990 "ABD" 29060 32955 10.6638888888889 9.43611111111111 "TECHNICATOME" 10 "3" 0 0 1 0 0 0 0
"282" "BD0545" 1979 1993 "ABD" 29104 34072 13.6027777777778 9.31944444444444 "DRN" 13 "3" 0 0 1 0 0 0 0
"283" "BD0547" 1979 1998 "ABD" 29166 36028 18.7888888888889 9.15 "DRN" 18 "3" 0 0 1 0 0 0 0
"284" "BD0554" 1979 1990 "ABD" 29158 33039 10.625 9.16944444444444 "TECHNICATOME" 10 "3" 0 0 1 0 0 0 0
"285" "BD0560" 1980 1995 "ABD" 29322 35054 15.6944444444444 8.72222222222222 "DSM" 15 "3" 0 0 1 0 0 0 0
"286" "BD0567" 1980 1999 "ABD" 29551 36454 18.9027777777778 8.09722222222222 "DTA" 18 "3" 0 0 1 0 0 0 0
"287" "BD0568" 1980 1992 "ABD" 29390 33969 12.5333333333333 8.53611111111111 NA 12 "3" 0 0 1 0 0 0 0
"288" "BD0574" 1980 1990 "ABD" 29368 32955 9.82222222222222 8.59444444444444 NA 9 "3" 0 0 1 0 0 0 0
"289" "BD0576" 1980 1989 "ABD" 29306 32864 9.73888888888889 8.76388888888889 NA 9 "3" 0 0 1 0 0 0 0
"290" "BD0577" 1980 1993 "ABD" 29273 34057 13.1027777777778 8.85833333333333 "DRN" 13 "3" 0 0 1 0 0 0 0
"291" "BD0578" 1982 1991 "ABD" 30088 33549 9.47222222222222 6.62222222222222 "DCC" 9 "3" 0 0 1 0 0 0 0
"292" "BD0595" 1980 1998 "ABD" 29551 35964 17.5611111111111 8.09722222222222 "DTA" 17 "3" 0 0 1 0 0 0 0
"293" "BD0597" 1981 1993 "ABD" 29602 34243 12.7083333333333 7.95833333333333 "DTA" 12 "3" 0 0 1 0 0 0 0
"294" "BD0599" 1981 1992 "ABD" 29612 33882 11.6916666666667 7.93055555555556 "DTA" 11 "3" 0 0 1 0 0 0 0
"295" "BD0600" 1981 1994 "ABD" 29668 34659 13.6611111111111 7.77222222222222 "DTA" 13 "3" 0 0 1 0 0 0 0
"296" "BD0604" 1980 1995 "ABD" 29570 34991 14.8444444444444 8.04444444444444 "IPSN" 14 "3" 0 0 1 0 0 0 0
"297" "BD0605" 1981 1996 "ABD" 29627 35355 15.6861111111111 7.89166666666667 "DRN" 15 "3" 0 0 1 0 0 0 0
"298" "BD0608" 1981 1992 "ABD" 29721 33969 11.625 7.62777777777778 NA 11 "3" 0 0 1 0 0 0 0
"299" "BD0610" 1981 1992 "ABD" 29875 33820 10.8 7.20833333333333 "DRN" 10 "3" 0 0 1 0 0 0 0
"300" "BD0612" 1982 1991 "ABD" 29971 33320 9.175 6.94722222222222 "DRN" 9 "3" 0 0 1 0 0 0 0
"301" "BD0614" 1981 1992 "ABD" 29791 33701 10.7027777777778 7.43611111111111 "IPSN" 10 "3" 0 0 1 0 0 0 0
"302" "BD0620" 1981 2000 "ABD" 29686 36629 19.0083333333333 7.725 "DTA" 19 "3" 0 0 1 0 0 0 0
"303" "BD0624" 1983 1992 "ABD" 30351 33969 9.90555555555556 5.90833333333333 NA 9 "3" 0 0 1 0 0 0 0
"304" "BD0626" 1982 1999 "ABD" 30015 36454 17.6277777777778 6.82222222222222 "DTA" 17 "3" 0 0 1 0 0 0 0
"305" "BD0629" 1982 1989 "ABD" 30014 32864 7.8 6.825 NA 7 "3" 0 0 1 0 0 0 0
"306" "BD0631" 1981 NA "ACT" 29826 NA 19.3361111111111 7.34166666666667 "DCC" 19 "5" 0 0 0 0 1 0 0
"307" "BD0633" 1981 1995 "ABD" 29797 34900 13.9722222222222 7.41944444444444 "DSM" 13 "3" 0 0 1 0 0 0 0
"308" "BD0635" 1981 1990 "ABD" 29900 33072 8.68888888888889 7.14166666666667 NA 8 "3" 0 0 1 0 0 0 0
"309" "BD0636" 1981 2000 "ABD" 29843 36664 18.6777777777778 7.29722222222222 "DTA" 18 "3" 0 0 1 0 0 0 0
"310" "BD0638" 1982 1989 "ABD" 29969 32776 7.68611111111111 6.95277777777778 NA 7 "3" 0 0 1 0 0 0 0
"311" "BD0644" 1979 1992 "ABD" 28944 33969 13.75 9.75277777777778 NA 13 "3" 0 0 1 0 0 0 0
"312" "BD0648" 1982 1991 "ABD" 30127 33354 8.83611111111111 6.51666666666667 "DCC" 8 "3" 0 0 1 0 0 0 0
"313" "BD0650" 1981 1992 "ABD" 29853 33969 11.2666666666667 7.26944444444444 NA 11 "3" 0 0 1 0 0 0 0
"314" "BD0651" 1981 1992 "ABD" 29853 33969 11.2666666666667 7.26944444444444 NA 11 "3" 0 0 1 0 0 0 0
"315" "BD0654" 1981 1989 "ABD" 29915 32713 7.66388888888889 7.1 NA 7 "3" 0 0 1 0 0 0 0
"316" "BD0655" 1982 1993 "ABD" 30110 34057 10.8083333333333 6.56388888888889 "DRN" 10 "3" 0 0 1 0 0 0 0
"317" "BD0658" 1981 1992 "ABD" 29839 33800 10.8472222222222 7.30833333333333 "DRN" 10 "3" 0 0 1 0 0 0 0
"318" "BD0659" 1982 NA "ACT" 30230 NA 18.2305555555556 6.23611111111111 "DCC" 18 "5" 0 0 0 0 1 0 0
"319" "BD0660" 1982 1993 "ABD" 30090 34032 10.7916666666667 6.61666666666667 "DTA" 10 "3" 0 0 1 0 0 0 0
"320" "BD0661" 1982 1989 "ABD" 29999 32840 7.78055555555556 6.87222222222222 NA 7 "3" 0 0 1 0 0 0 0
"321" "BD0664" 1982 1989 "ABD" 29979 32776 7.65833333333333 6.925 NA 7 "3" 0 0 1 0 0 0 0
"322" "BD0665" 1982 1992 "ABD" 30096 33969 10.5972222222222 6.6 NA 10 "3" 0 0 1 0 0 0 0
"323" "BD0666" 1982 1992 "ABD" 29993 33969 10.8861111111111 6.88888888888889 NA 10 "3" 0 0 1 0 0 0 0
"324" "BD0668" 1982 1990 "ABD" 30077 32896 7.71388888888889 6.65277777777778 "TECHNICATOME" 7 "3" 0 0 1 0 0 0 0
"325" "BD0672" 1982 1998 "ABD" 30169 35929 15.7722222222222 6.40277777777778 "DRN" 15 "3" 0 0 1 0 0 0 0
"326" "BD0674" 1982 1994 "ABD" 30145 34410 11.6777777777778 6.46666666666667 "DTA" 11 "3" 0 0 1 0 0 0 0
"327" "BD0676" 1982 1992 "ABD" 30119 33969 10.5361111111111 6.53888888888889 NA 10 "3" 0 0 1 0 0 0 0
"328" "BD0677" 1982 1992 "ABD" 30117 33969 10.5416666666667 6.54444444444444 NA 10 "3" 0 0 1 0 0 0 0
"329" "BD0678" 1982 1992 "ABD" 30194 33969 10.3333333333333 6.33611111111111 NA 10 "3" 0 0 1 0 0 0 0
"330" "BD0681" 1982 1992 "ABD" 30239 33820 9.80277777777778 6.21111111111111 "DCC" 9 "3" 0 0 1 0 0 0 0
"331" "BD0682" 1982 1992 "ABD" 30126 33667 9.69444444444444 6.51944444444444 NA 9 "3" 0 0 1 0 0 0 0
"332" "BD0683" 1982 NA "ACT" 30217 NA 18.2666666666667 6.27222222222222 "DSM" 18 "5" 0 0 0 0 1 0 0
"333" "BD0684" 1982 1994 "ABD" 30147 34456 11.7972222222222 6.46111111111111 "DTA" 11 "3" 0 0 1 0 0 0 0
"334" "BD0685" 1982 1991 "ABD" 30243 33420 8.7 6.2 NA 8 "3" 0 0 1 0 0 0 0
"335" "BD0686" 1983 1992 "ABD" 30419 33969 9.71388888888889 5.71666666666667 NA 9 "3" 0 0 1 0 0 0 0
"336" "BD0689" 1982 1990 "ABD" 30090 32896 7.67777777777778 6.61666666666667 NA 7 "3" 0 0 1 0 0 0 0
"337" "BD0690" 1983 1989 "ABD" 30334 32687 6.44444444444444 5.95277777777778 "DTA" 6 "3" 0 0 1 0 0 0 0
"338" "BD0692" 1983 1990 "ABD" 30364 33217 7.81388888888889 5.87222222222222 "DTA" 7 "3" 0 0 1 0 0 0 0
"339" "BD0699" 1982 1992 "ABD" 30301 33844 9.7 6.04166666666667 "DSV" 9 "3" 0 0 1 0 0 0 0
"340" "BD0701" 1983 1992 "ABD" 30677 33844 8.66944444444444 5.01111111111111 "DRN" 8 "3" 0 0 1 0 0 0 0
"341" "BD0702" 1982 1992 "ABD" 30239 33969 10.2083333333333 6.21111111111111 NA 10 "3" 0 0 1 0 0 0 0
"342" "BD0703" 1983 1998 "ABD" 30379 35810 14.8638888888889 5.825 "DSM" 14 "3" 0 0 1 0 0 0 0
"343" "BD0707" 1983 1989 "ABD" 30596 32713 5.79722222222222 5.23333333333333 NA 5 "3" 0 0 1 0 0 0 0
"344" "BD0709" 1983 1989 "ABD" 30347 32652 6.31666666666667 5.91944444444444 "DTA" 6 "3" 0 0 1 0 0 0 0
"345" "BD0710" 1983 1994 "ABD" 30529 34456 10.7527777777778 5.41666666666667 "DTA" 10 "3" 0 0 1 0 0 0 0
"346" "BD0712" 1983 1989 "ABD" 30420 32864 6.68888888888889 5.71388888888889 "TECHNICATOME" 6 "3" 0 0 1 0 0 0 0
"347" "BD0714" 1983 1992 "ABD" 30531 33969 9.40833333333333 5.41111111111111 NA 9 "3" 0 0 1 0 0 0 0
"348" "BD0715" 1983 NA "ACT" 30439 NA 17.6555555555556 5.66111111111111 "DSM" 17 "5" 0 0 0 0 1 0 0
"349" "BD0716" 1983 1990 "ABD" 30435 33235 7.66388888888889 5.67222222222222 "DTA" 7 "3" 0 0 1 0 0 0 0
"350" "BD0717" 1983 1990 "ABD" 30435 33235 7.66388888888889 5.67222222222222 NA 7 "3" 0 0 1 0 0 0 0
"351" "BD0718" 1983 1997 "ABD" 30585 35600 13.7305555555556 5.26388888888889 "DRN" 13 "3" 0 0 1 0 0 0 0
"352" "BD0721" 1983 1992 "ABD" 30476 33667 8.73611111111111 5.56111111111111 NA 8 "3" 0 0 1 0 0 0 0
"353" "BD0723" 1983 1998 "ABD" 30477 35838 14.6722222222222 5.55833333333333 "IPSN" 14 "3" 0 0 1 0 0 0 0
"354" "BD0724" 1983 1992 "ABD" 30495 33969 9.50555555555556 5.50833333333333 NA 9 "3" 0 0 1 0 0 0 0
"355" "BD0725" 1983 1989 "ABD" 30545 32820 6.225 5.37222222222222 "DSV" 6 "3" 0 0 1 0 0 0 0
"356" "BD0726" 1983 2000 "ABD" 30610 36691 16.6472222222222 5.19444444444444 "DCC" 16 "3" 0 0 1 0 0 0 0
"357" "BD0727" 1983 1989 "ABD" 30673 32776 5.75555555555556 5.02222222222222 NA 5 "3" 0 0 1 0 0 0 0
"358" "BD0728" 1984 1991 "ABD" 30956 33420 6.75 4.25 "DCC" 6 "3" 0 0 1 0 0 0 0
"359" "BD0730" 1983 1991 "ABD" 30613 33420 7.68611111111111 5.18611111111111 "DRN" 7 "3" 0 0 1 0 0 0 0
"360" "BD0733" 1983 1993 "ABD" 30588 34137 9.71666666666667 5.25555555555556 "DTA" 9 "3" 0 0 1 0 0 0 0
"361" "BD0734" 1984 1992 "ABD" 30750 33969 8.80833333333333 4.81111111111111 NA 8 "3" 0 0 1 0 0 0 0
"362" "BD0735" 1983 1993 "ABD" 30662 34243 9.80277777777778 5.05277777777778 "DSM" 9 "3" 0 0 1 0 0 0 0
"363" "BD0737" 1983 1992 "ABD" 30586 33969 9.25833333333333 5.26111111111111 NA 9 "3" 0 0 1 0 0 0 0
"364" "BD0738" 1983 1992 "ABD" 30540 33969 9.38333333333333 5.38611111111111 NA 9 "3" 0 0 1 0 0 0 0
"365" "BD0742" 1984 1989 "ABD" 30846 32680 5.02222222222222 4.55 NA 5 "3" 0 0 1 0 0 0 0
"366" "BD0743" 1983 1989 "ABD" 30671 32776 5.76111111111111 5.02777777777778 NA 5 "3" 0 0 1 0 0 0 0
"367" "BD0744" 1984 1992 "ABD" 30860 33969 8.50833333333333 4.51111111111111 NA 8 "3" 0 0 1 0 0 0 0
"368" "BD0745" 1984 1989 "ABD" 30740 32827 5.71388888888889 4.84166666666667 NA 5 "3" 0 0 1 0 0 0 0
"369" "BD0746" 1983 1990 "ABD" 30613 33039 6.64166666666667 5.18611111111111 NA 6 "3" 0 0 1 0 0 0 0
"370" "BD0747" 1984 1992 "ABD" 30701 33969 8.94444444444444 4.94722222222222 NA 8 "3" 0 0 1 0 0 0 0
"371" "BD0748" 1983 1992 "ABD" 30413 33969 9.73055555555556 5.73333333333333 NA 9 "3" 0 0 1 0 0 0 0
"372" "BD0749" 1983 1992 "ABD" 30440 33969 9.65555555555556 5.65833333333333 NA 9 "3" 0 0 1 0 0 0 0
"373" "BD0750" 1983 1989 "ABD" 30648 32713 5.65555555555556 5.09166666666667 NA 5 "3" 0 0 1 0 0 0 0
"374" "BD0751" 1983 1996 "ABD" 30659 35299 12.7027777777778 5.06111111111111 "DSM" 12 "3" 0 0 1 0 0 0 0
"375" "BD0752" 1984 1991 "ABD" 30741 33581 7.77777777777778 4.83888888888889 "DTA" 7 "3" 0 0 1 0 0 0 0
"376" "BD0753" 1985 1992 "ABD" 31118 33969 7.8 3.80277777777778 NA 7 "3" 0 0 1 0 0 0 0
"377" "BD0754" 1985 1996 "ABD" 31198 35110 10.7083333333333 3.58611111111111 "DSM" 10 "3" 0 0 1 0 0 0 0
"378" "BD0759" 1984 NA "ACT" 30812 NA 16.6361111111111 4.64166666666667 "DSM" 16 "5" 0 0 0 0 1 0 0
"379" "BD0760" 1984 1989 "ABD" 30812 32835 5.53611111111111 4.64166666666667 "DSM" 5 "3" 0 0 1 0 0 0 0
"380" "BD0761" 1984 NA "ACT" 30812 NA 16.6361111111111 4.64166666666667 "DSM" 16 "5" 0 0 0 0 1 0 0
"381" "BD0762" 1984 1990 "ABD" 30770 33021 6.16388888888889 4.75555555555556 NA 6 "3" 0 0 1 0 0 0 0
"382" "BD0763" 1984 1992 "ABD" 30875 33969 8.46666666666667 4.46944444444444 NA 8 "3" 0 0 1 0 0 0 0
"383" "BD0764" 1984 1992 "ABD" 30875 33969 8.46666666666667 4.46944444444444 NA 8 "3" 0 0 1 0 0 0 0
"384" "BD0766" 1984 1992 "ABD" 30762 33969 8.775 4.77777777777778 NA 8 "3" 0 0 1 0 0 0 0
"385" "BD0769" 1984 1989 "ABD" 30813 32776 5.37222222222222 4.63888888888889 NA 5 "3" 0 0 1 0 0 0 0
"386" "BD0770" 1984 1990 "ABD" 30831 32896 5.65 4.58888888888889 NA 5 "3" 0 0 1 0 0 0 0
"387" "BD0771" 1984 1989 "ABD" 30951 32671 4.71111111111111 4.26388888888889 NA 4 "3" 0 0 1 0 0 0 0
"388" "BD0772" 1983 1992 "ABD" 30438 33912 9.50555555555556 5.66388888888889 "DTA" 9 "3" 0 0 1 0 0 0 0
"389" "BD0773" 1984 1993 "ABD" 30825 34072 8.88888888888889 4.60555555555556 "DSM" 8 "3" 0 0 1 0 0 0 0
"390" "BD0774" 1984 1997 "ABD" 30825 35474 12.7222222222222 4.60555555555556 "DSM" 12 "3" 0 0 1 0 0 0 0
"391" "BD0777" 1985 1991 "ABD" 31056 33542 6.80833333333333 3.97777777777778 NA 6 "3" 0 0 1 0 0 0 0
"392" "BD0779" 1984 1993 "ABD" 30811 34057 8.88888888888889 4.64444444444444 "DTA" 8 "3" 0 0 1 0 0 0 0
"393" "BD0782" 1984 1990 "ABD" 30951 33238 6.26111111111111 4.26388888888889 NA 6 "3" 0 0 1 0 0 0 0
"394" "BD0784" 1984 1992 "ABD" 30953 33969 8.25555555555556 4.25833333333333 NA 8 "3" 0 0 1 0 0 0 0
"395" "BD0787" 1985 1992 "ABD" 31091 33969 7.88055555555556 3.88333333333333 NA 7 "3" 0 0 1 0 0 0 0
"396" "BD0788" 1985 1992 "ABD" 31111 33969 7.81944444444444 3.82222222222222 NA 7 "3" 0 0 1 0 0 0 0
"397" "BD0789" 1986 1990 "ABD" 31504 32896 3.80833333333333 2.74722222222222 NA 3 "3" 0 0 1 0 0 0 0
"398" "BD0790" 1985 1992 "ABD" 31076 33882 7.68333333333333 3.92222222222222 "DSM" 7 "3" 0 0 1 0 0 0 0
"399" "BD0792" 1985 1992 "ABD" 31051 33882 7.75277777777778 3.99166666666667 "DRN" 7 "3" 0 0 1 0 0 0 0
"400" "BD0793" 1985 1992 "ABD" 31121 33969 7.79166666666667 3.79444444444444 NA 7 "3" 0 0 1 0 0 0 0
"401" "BD0794" 1984 1992 "ABD" 31028 33969 8.05 4.05277777777778 NA 8 "3" 0 0 1 0 0 0 0
"402" "BD0795" 1984 1992 "ABD" 31019 33969 8.075 4.07777777777778 NA 8 "3" 0 0 1 0 0 0 0
"403" "BD0796" 1984 1990 "ABD" 30959 33039 5.69722222222222 4.24166666666667 NA 5 "3" 0 0 1 0 0 0 0
"404" "BD0801" 1984 1992 "ABD" 31026 33912 7.9 4.05833333333333 "DSM" 7 "3" 0 0 1 0 0 0 0
"405" "BD0802" 1985 1994 "ABD" 31135 34516 9.25555555555556 3.75555555555556 "DCC" 9 "3" 0 0 1 0 0 0 0
"406" "BD0803" 1985 1992 "ABD" 31261 33969 7.41111111111111 3.41388888888889 NA 7 "3" 0 0 1 0 0 0 0
"407" "BD0804" 1984 1998 "ABD" 31026 36055 13.7694444444444 4.05833333333333 "DSM" 13 "3" 0 0 1 0 0 0 0
"408" "BD0805" 1985 1996 "ABD" 31086 35411 11.8444444444444 3.89722222222222 "DRN" 11 "3" 0 0 1 0 0 0 0
"409" "BD0806" 1985 1990 "ABD" 31083 33192 5.77777777777778 3.90555555555556 "DTA" 5 "3" 0 0 1 0 0 0 0
"410" "BD0807" 1985 1992 "ABD" 31148 33969 7.71944444444444 3.72222222222222 NA 7 "3" 0 0 1 0 0 0 0
"411" "BD0808" 1985 1992 "ABD" 31281 33969 7.35555555555556 3.35833333333333 NA 7 "3" 0 0 1 0 0 0 0
"412" "BD0809" 1985 1991 "ABD" 31089 33387 6.3 3.88888888888889 "DCC" 6 "3" 0 0 1 0 0 0 0
"413" "BD0810" 1985 1992 "ABD" 31180 33969 7.63055555555556 3.63333333333333 NA 7 "3" 0 0 1 0 0 0 0
